date,inside_sales,outside_sales,inside_covers,outside_covers,reserved_covers,walkin_covers,waitlist_covers,no_show_covers,no_show_parties
2019-06-10,13564.7,0.0,176.0,0,126.0,2.0,48.0,10.0,5.0
2019-06-11,13822.22,4516.25,171.0,67,130.0,0.0,108.0,2.0,1.0
2019-06-12,13673.62,4358.75,171.0,61,123.0,0.0,109.0,10.0,3.0
2019-06-13,12934.25,2275.5,172.0,28,120.0,0.0,80.0,10.0,5.0
2019-06-14,14215.63,5472.75,178.0,86,141.0,0.0,123.0,7.0,3.0
2019-06-15,15994.31,5065.0,192.0,74,127.0,0.0,139.0,10.0,5.0
2019-06-16,14483.29,3322.0,179.0,48,128.0,0.0,99.0,6.0,3.0
2019-06-17,14572.47,3960.0,184.0,66,139.0,5.0,106.0,0.0,0.0
2019-06-18,14957.13,0.0,175.0,0,131.0,2.0,42.0,2.0,1.0
2019-06-19,14231.25,0.0,183.0,0,130.0,0.0,53.0,0.0,0.0
2019-06-20,14552.5,2166.0,184.0,34,123.0,2.0,93.0,10.0,4.0
2019-06-21,16328.99,4653.0,177.0,69,137.0,2.0,107.0,6.0,2.0
2019-06-22,10713.18,5551.0,185.0,88,132.0,0.0,141.0,4.0,2.0
2019-06-23,13662.13,5877.75,191.0,84,129.0,0.0,146.0,8.0,2.0
2019-06-24,13400.25,4736.25,177.0,79,136.0,0.0,120.0,8.0,4.0
2019-06-25,12388.7,4466.0,144.0,69,103.0,0.0,110.0,16.0,6.0
2019-06-26,12605.0,4487.5,179.0,67,149.0,0.0,97.0,6.0,2.0
2019-06-27,13675.62,5443.0,170.0,80,143.0,0.0,107.0,5.0,2.0
2019-06-28,14171.25,6180.5,177.0,74,145.0,0.0,106.0,12.0,4.0
2019-06-29,14695.5,5369.75,189.0,72,135.0,3.0,123.0,10.0,5.0
2019-06-30,14073.24,4925.5,221.0,75,156.0,2.0,138.0,4.0,1.0
