date,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_type,summary,temperature,day_of_week,month
2019-03-18,41.01,0.36,0.0,05:01AM,none_,partly-cloudy-night,41.01,0,3
2019-03-19,39.06,0.43,0.0,05:01AM,none_,partly-cloudy-night,41.91,1,3
2019-03-20,38.54,0.62,0.0,05:01AM,none_,partly-cloudy-night,43.94,2,3
2019-03-21,37.13,0.86,0.0757,12:00AM,none_,rain,43.3,3,3
2019-03-22,38.29,0.56,0.1114,01:00AM,rain,partly-cloudy-night,44.2,4,3
2019-03-23,38.76,0.25,0.0,05:01AM,none_,clear-night,44.43,5,3
2019-03-24,56.85,0.25,0.0,05:01AM,none_,partly-cloudy-night,56.85,6,3
2019-03-25,43.26,0.47,0.0,05:01AM,none_,cloudy,46.37,0,3
2019-03-26,39.77,0.18,0.0,05:01AM,none_,clear-night,43.93,1,3
2019-03-27,33.63,0.52,0.0,05:01AM,none_,clear-night,38.59,2,3
2019-03-28,41.54,0.7,0.0,05:01AM,none_,partly-cloudy-night,45.13,3,3
2019-03-29,55.59,0.67,0.0,05:01AM,none_,cloudy,55.59,4,3
2019-03-30,57.3,0.56,0.0,05:01AM,none_,partly-cloudy-night,57.3,5,3
2019-03-31,39.11,0.49,0.0235,12:00PM,rain,partly-cloudy-night,44.85,6,3
2019-04-01,40.09,0.27,0.0,05:01AM,none_,clear-night,42.44,0,4
2019-04-02,39.77,0.63,0.0,05:01AM,none_,cloudy,43.98,1,4
2019-04-03,61.29,0.17,0.0,05:01AM,none_,clear-night,61.29,2,4
2019-04-04,52.76,0.23,0.0,05:01AM,none_,clear-night,52.76,3,4
2019-04-05,33.96,0.89,0.0267,11:00PM,rain,rain,38.84,4,4
2019-04-06,59.49,0.48,0.013,12:00AM,rain,clear-night,59.49,5,4
2019-04-07,57.59,0.61,0.0,05:01AM,none_,partly-cloudy-night,57.59,6,4
2019-04-08,72.71,0.45,0.0872,03:00AM,rain,partly-cloudy-night,72.71,0,4
2019-04-09,44.75,0.93,0.0209,07:00PM,none_,cloudy,46.28,1,4
2019-04-10,51.2,0.38,0.0,05:01AM,none_,clear-night,51.2,2,4
2019-04-11,44.54,0.46,0.0,05:01AM,none_,cloudy,46.78,3,4
2019-04-12,60.61,0.84,0.1577,11:00PM,rain,rain,60.61,4,4
2019-04-13,69.33,0.59,0.079,06:00AM,rain,partly-cloudy-night,69.33,5,4
2019-04-14,60.57,0.91,0.0116,11:00PM,rain,cloudy,60.52,6,4
2019-04-15,42.71,0.51,0.2115,06:00AM,rain,partly-cloudy-night,48.29,0,4
2019-04-16,59.55,0.3,0.0,05:01AM,none_,partly-cloudy-night,59.55,1,4
2019-04-17,51.3,0.44,0.0,04:00AM,none_,partly-cloudy-night,51.3,2,4
2019-04-18,58.23,0.77,0.0,05:01AM,none_,partly-cloudy-night,58.23,3,4
2019-04-19,65.16,0.81,0.029,10:00PM,none_,cloudy,65.13,4,4
2019-04-20,56.79,0.73,0.1866,08:00AM,rain,partly-cloudy-night,56.79,5,4
2019-04-21,57.74,0.67,0.0,05:01AM,none_,partly-cloudy-night,57.74,6,4
2019-04-22,58.1,0.92,0.0472,04:00PM,rain,rain,58.1,0,4
2019-04-23,63.74,0.64,0.0011,12:00AM,rain,partly-cloudy-night,63.74,1,4
2019-04-24,64.69,0.37,0.0039,01:00AM,rain,clear-night,64.69,2,4
2019-04-25,53.26,0.78,0.0013,08:00PM,rain,cloudy,53.26,3,4
2019-04-26,57.89,0.95,0.1338,01:00PM,rain,rain,57.89,4,4
2019-04-27,54.08,0.43,0.0182,04:00AM,rain,clear-night,54.08,5,4
2019-04-28,46.23,0.69,0.001,01:00PM,rain,partly-cloudy-night,49.5,6,4
2019-04-29,50.72,0.53,0.0,05:01AM,none_,cloudy,50.72,0,4
2019-04-30,55.76,0.76,0.0169,05:00AM,rain,partly-cloudy-night,55.76,1,4
2019-05-01,50.18,0.92,0.0,10:00PM,none_,cloudy,50.18,2,5
2019-05-02,55.81,0.8,0.0131,07:00PM,rain,cloudy,55.81,3,5
2019-05-03,53.34,0.95,0.0002,03:00PM,none_,cloudy,53.34,4,5
2019-05-04,58.89,0.89,0.1083,02:00AM,rain,partly-cloudy-night,58.89,5,5
2019-05-05,52.23,0.96,0.1066,08:00PM,rain,rain,52.23,6,5
2019-05-06,58.14,0.68,0.0226,12:00AM,rain,cloudy,58.14,0,5
2019-05-07,63.84,0.74,0.0477,09:00PM,rain,partly-cloudy-night,63.84,1,5
2019-05-08,59.45,0.66,0.0,05:01AM,none_,clear-night,59.45,2,5
2019-05-09,54.7,0.71,0.0,05:01AM,none_,cloudy,54.7,3,5
2019-05-10,71.55,0.7,0.0174,02:00PM,rain,partly-cloudy-night,71.43,4,5
2019-05-11,64.07,0.47,0.016,04:00AM,rain,cloudy,64.07,5,5
2019-05-12,40.16,0.88,0.1263,03:00PM,rain,cloudy,45.8,6,5
2019-05-13,43.04,0.91,0.1379,06:00PM,rain,cloudy,47.24,0,5
2019-05-14,48.81,0.93,0.0629,08:00PM,rain,rain,48.81,1,5
2019-05-15,61.18,0.6,0.0062,12:00AM,rain,partly-cloudy-day,61.18,2,5
2019-05-16,64.01,0.53,0.014,05:00AM,rain,partly-cloudy-day,64.01,3,5
2019-05-17,73.42,0.57,0.0299,10:00PM,rain,partly-cloudy-day,73.42,4,5
2019-05-18,62.41,0.54,0.0005,12:00AM,none_,partly-cloudy-day,62.41,5,5
2019-05-19,70.13,0.81,0.0145,08:00AM,rain,partly-cloudy-day,69.64,6,5
2019-05-20,81.02,0.48,0.1306,02:00AM,rain,partly-cloudy-day,80.42,0,5
2019-05-21,67.8,0.27,0.0,05:01AM,none_,partly-cloudy-day,67.8,1,5
2019-05-22,68.41,0.39,0.0,05:01AM,none_,clear-day,68.41,2,5
2019-05-23,65.29,0.87,0.0815,05:00PM,rain,partly-cloudy-day,65.0,3,5
2019-05-24,69.17,0.49,0.0013,12:00AM,rain,partly-cloudy-day,69.17,4,5
2019-05-25,61.54,0.63,0.0029,12:00AM,rain,partly-cloudy-day,61.54,5,5
2019-05-26,71.54,0.84,0.0505,07:00PM,rain,partly-cloudy-day,70.82,6,5
2019-05-27,75.85,0.41,0.0005,12:00AM,none_,clear-day,75.85,0,5
2019-05-28,68.98,0.84,0.0569,10:00PM,rain,cloudy,68.47,1,5
2019-05-29,56.52,0.96,0.3805,06:00PM,rain,rain,56.52,2,5
2019-05-30,62.97,0.94,0.339,07:00PM,rain,rain,62.59,3,5
2019-05-31,74.86,0.55,0.0223,01:00AM,rain,partly-cloudy-day,74.86,4,5
2019-06-01,69.0,0.72,0.0012,12:00AM,rain,partly-cloudy-day,69.0,5,6
2019-06-02,74.22,0.64,0.0717,10:00PM,rain,partly-cloudy-day,74.12,6,6
2019-06-03,66.69,0.31,0.0073,12:00AM,rain,clear-day,66.69,0,6
2019-06-04,68.74,0.4,0.0006,11:00AM,none_,partly-cloudy-day,68.74,1,6
2019-06-05,74.61,0.77,0.0003,04:00PM,none_,partly-cloudy-day,73.92,2,6
2019-06-06,78.4,0.53,0.1395,01:00AM,rain,partly-cloudy-day,78.36,3,6
2019-06-07,68.62,0.8,0.0004,05:00PM,rain,partly-cloudy-day,68.34,4,6
2019-06-08,69.5,0.44,0.0001,01:00AM,none_,clear-day,69.5,5,6
2019-06-09,68.3,0.4,0.0,05:01AM,none_,clear-day,68.3,6,6
2019-06-10,68.66,0.96,0.1063,03:00PM,rain,rain,67.67,0,6
